Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Category
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1300,02/19/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",46454,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,73.92,08/06/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,192.88,01/25/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",46454,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,4.32,08/06/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,140.56,06/20/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,12.76,09/03/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,2050,12/12/2014,GNRL
MARK,C,JOHNSON,"910 N EISENHOWER AVE","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,78.4,03/15/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,42.56,01/25/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3250,10/12/2014,GNRL
MARK,C,JOHNSON,"910 N EISENHOWER AVE","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,19.55,06/24/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3250,11/09/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,82.65,02/08/2014,GNRL
MARK,C,JOHNSON,"910 N EISENHOWER AVE","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"LILLY USA, LLC",IN,100000000066,11.46,11/25/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,608.32,01/25/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,2050,06/27/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,17.73,12/12/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,62.72,10/16/2014,GNRL
MARK,C,JOHNSON,"910 N EISENHOWER AVE","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,2260,03/15/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,104.16,04/24/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1300,03/05/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,2050,06/20/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1400,11/26/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,44.46,08/15/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,11.69,04/24/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,0.56,08/13/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,1500,09/18/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1400,10/12/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,14.42,07/29/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,2050,04/24/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,4.21,04/09/2014,GNRL
MARK,"",JOHNSON,"910 N Eisenhower Ave","","Mason City",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,96.32,01/22/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,89.04,04/10/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,22.97,05/16/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"Janssen Pharmaceuticals, Inc",NJ,100000000232,1.38,09/04/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",46454,"Takeda Pharmaceuticals U.S.A., Inc.",IL,100000000337,200.48,04/25/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,66.08,08/15/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,61.22,10/30/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,8.83,01/13/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,14.69,10/08/2014,GNRL
MARK,"",JOHNSON,"910 N Eisenhower Ave","","Mason City",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,1300,01/22/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,12.57,12/02/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1300,03/26/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,1500,12/03/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,16.35,08/19/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"Janssen Pharmaceuticals, Inc",NJ,100000000232,8.77,11/04/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,43.15,08/15/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,20.92,08/15/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,89.04,10/29/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,0.47,12/05/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,463.28,08/15/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,2800,10/16/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,6.72,11/13/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,900,11/13/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,68.5,03/05/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,83.85,10/16/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,261.52,03/14/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,123.76,11/12/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,106.4,02/19/2014,GNRL
MARK,C,JOHNSON,"910 N EISENHOWER AVE","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,13.15,12/15/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,120.96,09/17/2014,GNRL
MARK,C,JOHNSON,"910 N EISENHOWER AVE","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,11.78,07/28/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,17.66,02/04/2014,GNRL
MARK,"",JOHNSON,"910 N Eisenhower Ave","Ste 101","Mason City",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"Medtronic MiniMed, Inc.",MN,100000010391,12.78,05/20/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,58.37,09/18/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,2800,03/14/2014,GNRL
MARK,C,JOHNSON,"910 N EISENHOWER AVE","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,1760,05/28/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,12.84,03/14/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,14.74,09/17/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,77.28,11/19/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,2050,03/07/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,2050,12/02/2014,GNRL
MARK,C,JOHNSON,"910 N EISENHOWER AVE","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,9.42,10/27/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,4.51,02/20/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"Janssen Pharmaceuticals, Inc",NJ,100000000232,5.02,10/10/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Family Medicine",46454,"Takeda Pharmaceuticals America, Inc.",IL,100000000339,13.88,08/14/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,11.48,03/14/2014,GNRL
MARK,C,JOHNSON,"910 N EISENHOWER AVE","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,179.26,03/15/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,15.27,03/05/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,1700,02/24/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,31.5,02/03/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"Janssen Pharmaceuticals, Inc",NJ,100000000232,8.49,09/04/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,122.64,09/17/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,38.21,01/25/2014,GNRL
MARK,"",JOHNSON,"910 N Eisenhower Ave","","Mason City",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,213.88,01/22/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,2050,07/29/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,1.89,06/09/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,0.18,08/18/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,44.6,08/15/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,126.56,01/29/2014,GNRL
MARK,"",JOHNSON,"910 N Eisenhower Ave","","Mason City",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"E.R. Squibb & Sons, L.L.C.",NJ,100000005499,14.86,01/27/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,2050,03/14/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,3250,10/26/2014,GNRL
Mark,C,Johnson,"1000 4th St Sw","","Mason City",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"AstraZeneca Pharmaceuticals LP",DE,100000000146,11.76,11/06/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,127.68,02/08/2014,GNRL
MARK,C,JOHNSON,"1000 4TH ST SW","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine/ Endocrinology, Diabetes & Metabolism",46454,"Novo Nordisk Inc",NJ,100000000144,38.08,07/29/2014,GNRL
MARK,C,JOHNSON,"910 N EISENHOWER AVE","","MASON CITY",50401,"Medical Doctor","Allopathic & Osteopathic Physicians/ Internal Medicine",46454,"SANOFI-AVENTIS U.S. LLC",NJ,100000000076,480,07/30/2014,GNRL
