Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Physician_Profile_ID,Category,Total_Amount_of_Payment_USDollars,General,Research
PITAYADET,"",JUMRUSSIRIKUL,"411 Laurel ST","Ste 3100","Des Moines",50314,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology",75673,GNRL,2924.43,21,0
DAVID,J,STEINBRONN,"2751 NORTHGATE DR","","IOWA CITY",52245-9509,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",191959,GNRL,2922.48,24,0
ELIZABETH,O,TEGINS,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Ophthalmology",991849,GNRL,2920.81,3,0
MOHAMMED,E,KHALIL,"202 10TH ST SE","SUITE 225","CEDAR RAPIDS",52403-2404,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",56028,GNRL,2913.65,53,0
SCOTT,L,THIEL,"1115 S MARSHALL ST","",BOONE,50036-5304,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",215641,GNRL,2910.1,248,0
SHARON,L,BERTROCHE,"3701 KATZ DR","",MARION,52302-3871,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",68274,GNRL,2901.32,209,0
DAVID,C,BENDORF,"1213 GARFIELD AVE","",HARLAN,51537-2057,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",209932,GNRL,2901.24,121,0
PIERRE,"",THEUMA,"411 LAUREL ST","STE 3262","DES MOINES",50314,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",316756,GNRL,2896.89,54,0
BRIAN,"",WALSH,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Neurological Surgery",955067,GNRL,2892.11,32,0
JIM,A,BUCK,"2000 SOUTH MAIN STREET","STE C",FAIRFIELD,52556-3739,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",310753,GNRL,2887.08,249,0
WILLIAM,R,BUTZ,"1400 SENATE AVE","","RED OAK",51566-1271,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",210357,GNRL,2885.19,229,0
ALI,H,MARDAN,"1000 4TH ST SW","","MASON CITY",50401-2800,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",345879,GNRL,2879.8,21,0
SRIRAMAMURTHY,"",RAVIPATI,"801 HARMONY ST","STE 302","COUNCIL BLUFFS",51503-3106,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",169659,GNRL,2874.27,161,0
BRYAN,LEE,FOLKERS,"761 KNOLLS CT","","WEST DES MOINES",50265-2743,"Medical Doctor","Allopathic & Osteopathic Physicians|General Practice",134487,GNRL,2872.77,60,0
RODNEY,J,DEAN,"3549 SOUTHERN HILLS DR","","SIOUX CITY",51106-4736,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",114011,GNRL,2869.33,194,0
ROBERT,J,CALLAHAN,"1750 48TH ST","SUITE 1","DES MOINES",50310-1988,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",189823,GNRL,2867.41,158,0
CHAD,L,MCCANCE,"1501 E 10TH ST","",ATLANTIC,50022,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",49936,GNRL,2864.73,15,0
JOSHUA,R,MODLIN,"1111 E ARMY POST RD STE 470","","DES MOINES",50315,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery",446255,GNRL,2863.75,30,0
HEATHER,"",KOWALSKI,"200 HAWKINS DR","DEP OF ORTHOPAEDIC SURGERY","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Pediatric Orthopaedic Surgery",915103,GNRL,2863.55,19,0
BRADLEY,"",ERICKSON,"200 HAWKINS DR","FL 3RD","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Urology",279289,GNRL,2855.95,22,0
DAVID,M,VISOKEY,"800 KENYON RD","","FORT DODGE",50501-5776,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease",177213,GNRL,2854.5,212,0
LARAE,G,STEMMERMAN,"521 E MOUNT PLEASANT ST","","WEST BURLINGTON",52655-1462,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",155494,GNRL,2846.58,101,0
FERHAAN,"",AHMAD,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",753433,GNRL,2833.34,1,0
MICHAEL,"",HUMMEL,"1948 1ST AVE NE","","CEDAR RAPIDS",52402,"Medical Doctor","Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology",388403,GNRL,2832.03,34,0
BOOTHAPURI,"",VENKATESH,"202 10TH ST SE","SUITE 225","CEDAR RAPIDS",52403-2404,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",182210,GNRL,2828.68,42,0
Philip,"",Clevenger,"300 N 4th Ave E","Suite 200",Newton,50208-3155,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",162328,GNRL,2828.48,249,0
BRANDON,MICHAEL,PATTEN,"405 5TH ST","",AMES,50010-6151,"Doctor of Dentistry","Dental Providers|Dentist",731365,GNRL,2822.7,17,0
DOMINIC,A,FORMARO,"300 N 4TH AVE E STE D","",NEWTON,50208-3155,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",555167,GNRL,2821.98,26,0
KATRINA,"",MEARS,"200 HAWKINS DR","",IOWA,52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Ophthalmology",1133980,GNRL,2821.79,3,0
BRIAN,C,MEHLHAUS,"120 S STORY ST","",BOONE,50036-4739,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",260331,GNRL,2816.55,214,0
DAVID,A,VITTETOE,"1301 PENN AVE","STE 213","DES MOINES",50316,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",353069,GNRL,2810.99,27,0
SUJATHA,G,GOVINDAIAH,"1227 E RUSHOLME ST","",DAVENPORT,52803,"Medical Doctor","Other Service Providers/ Specialist",165647,GNRL,2795.71,16,0
TASHA,"",WILLMAN,"666 LORAS BLVD","",DUBUQUE,52001-6233,"Doctor of Dentistry","Dental Providers|Dentist",605747,GNRL,2787.99,8,0
SREEDHAR,"",SOMISETTY,"410 N 12TH ST","SUITE 100",OSKALOOSA,52577,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",280133,GNRL,2784.81,13,0
ODUAH,DANIEL,OSARO,"108 S 4TH ST","",CLINTON,52732-4425,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",354624,GNRL,2781.7,188,0
JONATHAN,F,MORAVEK,"201 RIDGE ST","STE 311","COUNCIL BLUFFS",51503-4643,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology",253522,GNRL,2780.3,219,0
SARAH,M,DEVINE,"1220 CHATBURN AVE","",HARLAN,51537-2009,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",255272,GNRL,2773.07,215,0
THOMAS,"",EBINGER,"2751 NORTHGATE DR","","IOWA CITY",52245-9509,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Hand Surgery",828091,GNRL,2763.63,11,0
BETH,E,"HOTHAN ZIELINSKI","2000 S MAIN","",FAIRFIELD,52556,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",1273336,GNRL,2761.64,9,0
PENUMETSA,B,RAJU,"2750 SAINT FRANCIS DR","",WATERLOO,50702-5644,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",98571,GNRL,2758.31,221,0
KAMESWARA,R,TATINENI,"126 COLLEGE ST","STE D","BATTLE CREEK",49037,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",31784,GNRL,2745.48,3,0
MICHELLE,M,TANSEY,"407 S WHITE ST","","MOUNT PLEASANT",52641,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",14262,GNRL,2739.21,12,0
NATHAN,MICHAEL,FIERCE,"4480 Utica Ridge Rd","Suite 1124",Bettendorf,52722,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",119998,GNRL,2738.44,15,0
Ryan,"",Roe,"411 Laurel St  Suite 2100","","Des Moines",50314,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Surgery",105928,GNRL,2737.95,38,0
DARRION,LUTHER,MITCHELL,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Radiology|Radiation Oncology",1069521,GNRL,2734.22,5,0
MARK,A,McCarthy,"200 HAWKINS DR","","IOWA CITY",52242-1007,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",1115575,GNRL,2718.32,23,0
ABIE,R,CHADDERDON,"501 E MAIN ST","",MARSHALLTOWN,50158-0773,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",588642,GNRL,2717.11,15,0
JEFFREY,T,LUNA,"804 KENYON RD","SUITE 320","FORT DODGE",50501-5742,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",130020,GNRL,2716.42,46,0
KRISTA,L,HILL,"715 HARMONY ST","2ND FLOOR","COUNCIL BLUFFS",51503-3147,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",116424,GNRL,2716.0,231,0
WISSAM,"",JABER,"419 EAST DONALD STREET","",WATERLOO,50703,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology",1190298,GNRL,2712.32,4,0
DOUGLAS,"",STANFORD,"432 KING DR","",WATERLOO,50702,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology",82145,GNRL,2705.72,31,0
SUPROTIM,"",SAMADDAR,"250 S CRESCENT DR","STE 200","MASON CITY",50401,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine",496985,GNRL,2699.19,88,0
SHEREEN,J,CHANG,"202 10TH STREET SE","","CEDAR RAPIDS",52403-2404,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology",68020,GNRL,2698.4,48,0
MYLES,"",LUSZCZYK,"2300 53RD AVE","SUITE 100",BETTENDORF,52722-7564,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",680671,GNRL,2690.85,30,0
TODD,M,WENCK,"3740 UTICA RIDGE RD","STE B",BETTENDORF,52722-1624,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",79541,GNRL,2686.69,232,0
ALFRED,L,PAIGE,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology",1183173,GNRL,2683.77,9,0
BRENT,W,WHITED,"2751 NORTHGATE DR","","IOWA CITY",52245,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",256885,GNRL,2681.83,33,0
SHERMAN,A,WILLIAMS,"1223 S GEAR AVE","EASTMAN PLAZA 205","WEST BURLINGTON",52655-1682,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology",131637,GNRL,2680.45,156,0
GLENN,R,JOHNSON,"2215 BIG TIMBER RD","",CALMAR,52132-7577,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",63817,GNRL,2677.01,14,0
MARK,Richard,BURT,"201 RIDGE ST STE 102","","Council Bluffs",51503,"Medical Doctor","Allopathic & Osteopathic Physicians|Anesthesiology",1305200,GNRL,2671.87,58,0
CHRISTINE,G,DIENNA,"250 S Crescent Dr","Ste 200","Mason City",50401,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine",32662,GNRL,2669.92,109,0
RICHARD,L,WEYMAN,"2222 53RD AVE","",BETTENDORF,52722-7546,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology",284972,GNRL,2666.02,216,0
DELMAR,E,SPRONK,"928 3RD AVE","",SHELDON,51201-0100,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",73020,GNRL,2661.87,10,0
CHRIS,S,KARAS,"1111 6TH AVE","","DES MOINES",50314,"Medical Doctor","Allopathic & Osteopathic Physicians|Neurological Surgery",280044,GNRL,2660.59,8,0
JEFFREY,R,BRADY,"25 W HICKMAN RD","",WAUKEE,50263-5018,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",338373,GNRL,2655.61,67,0
DANIEL,H,RICHTER,"809 ELM ST","","MISSOURI VALLEY",51555-1140,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",214805,GNRL,2654.22,201,0
GERALD,THOMAS,DECKER,"1948 1ST AVE NE","","CEDAR RAPIDS",52402-5321,"Medical Doctor","Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology",1253145,GNRL,2654.01,15,0
JENNIFER,R,NIEBYL,"200 Hawkins Dr","","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",378570,GNRL,2650.0,3,0
LAINE,D,DVORAK,"1010 15TH ST N","",HUMBOLDT,50548-1008,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",150196,GNRL,2645.04,222,0
MICHAEL,C,WILLEY,"200 HAWKINS DR","DEPARTMENT OF ORTHOPAEDIC SURGERY AND REHABILITATION","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Trauma",949869,GNRL,2642.18,14,0
MATTHEW,"",WHITE,"202 10TH STREET SE","","CEDAR RAPIDS",52403,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",275404,GNRL,2641.92,19,0
KEVIN,"",ECK,"PO BOX 3178","","CEDAR RAPIDS",52406-3178,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Surgery of the Spine",41703,GNRL,2631.14,22,0
CLIFFORD,KENT,BOESE,"1 EDMUNDSON PL","STE 500","COUNCIL BLUFFS",51503-4619,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",55556,RSRCH,2627.93,27,1
NATHAN,R,SCHNEIDER,"540 E JEFFERSON ST","SUITE 205","IOWA CITY",52245-2477,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",51412,GNRL,2627.35,41,0
CRAIG,"",HANSEN,"1 Edmundson Pl Ste 200","","Council Bluffs",51503,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",780486,GNRL,2626.38,27,0
SANDRA,"",RICHTER,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Pathology|Medical Microbiology",463512,GNRL,2626.11,8,0
ANDREW,S,MALIN,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",160376,GNRL,2626.05,16,0
ANDREW,David,NISH,"12368 STRATFORD DR STE 300","",Clive,50325,"Medical Doctor","Allopathic & Osteopathic Physicians|Radiology|Vascular & Interventional Radiology",990055,GNRL,2625.75,16,0
SAUMAN,"",RAFII,"2710 Saint Francis Dr Ste 419","",Waterloo,50702,"Medical Doctor","Allopathic & Osteopathic Physicians|Anesthesiology",1353927,GNRL,2615.14,38,0
JOHN,D,KIERNAN,"1214 PIERCE ST","","SIOUX CITY",51105-1417,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",486505,GNRL,2607.15,13,0
HARDIK,"",DOSHI,"200 Hawkins Dr","# E321","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",173390,GNRL,2581.91,18,0
DWIGHT,J,SCHROEDER,"1730 1ST AVE NE","","CEDAR RAPIDS",52402-5433,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",68567,GNRL,2581.85,241,0
DOUG,"",VANHOFWEGEN,"18 W 4TH ST","",SPENCER,51301-4013,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",1260953,GNRL,2580.8,7,0
BRIAN,E,COUSE,"1400 SENATE AVE","","RED OAK",51566-1271,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",1085,GNRL,2579.35,203,0
KAMALDEEN,TOYOSI,ADERIBIGBE,"450 LAUREL ST STE A","","DES MOINES",50314-3045,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Orthopaedic Trauma",734979,GNRL,2574.2,19,0
MICHAEL,STEVEN,BROOKS,"202 10TH ST SE","","CEDAR RAPIDS",52403,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology",125678,RSRCH,2573.39,40,3
CALISTE,IV,HSU,"1 EDMUNDSON PL","SUITE 500","COUNCIL BLUFFS",51503-4658,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery|Surgery of the Hand",1244732,GNRL,2566.58,14,0
HUSSEIN,E,"EL KHATIB","3200 MACCORKLE AVE SE","",CHARLESTON,25304,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",179227,GNRL,2554.26,4,0
RYAN,WESLEY,NELSON,"510 10TH ST SE","","CEDAR RAPIDS",52403,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",296290,GNRL,2546.9,20,0
DANIEL,"",BRODY,"250 S CRESCENT DR","STE 200","MASON CITY",50401,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",325278,GNRL,2546.3,108,0
GERALD,G,BAKER,"1212 PLEASANT ST STE 211","","DES MOINES",50309,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",23336,GNRL,2544.73,18,0
DAN,P,WARLICK,"804 KENYON RD","","FORT DODGE",50501-5742,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",39837,GNRL,2538.03,139,0
HOSSAMELDIN,"",MUSTAFA,"200 Hawkins Dr","# E316-1","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Hospitalist",853060,GNRL,2528.93,12,0
BRADLEY,C,PARSONS,"16 S CLINTON ST","","IOWA CITY",52240,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",535592,GNRL,2525.94,15,0
RUTH,A,MACKE,"1026 A AVE NE","","CEDAR RAPIDS",52402,"Medical Doctor","Allopathic & Osteopathic Physicians|Pathology|Clinical Pathology/Laboratory Medicine",429232,GNRL,2525.11,12,0
NAVEEN,A,HUSAIN,"1212 PLEASANT ST","","DES MOINES",50309,"Medical Doctor","Allopathic & Osteopathic Physicians|Ophthalmology",193882,GNRL,2517.94,87,0
TERESA,L,LAMASTERS,"6600 WESTOWN PKWY","STE 220","WEST DES MOINES",50266-7707,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",191808,GNRL,2515.41,60,0
FRANK,S,MARINO,"2600 OUTER DRIVE N","","SIOUX CITY",51104,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",212619,GNRL,2513.81,222,0
MATTHEW,"",HOWARD,"UNIVERSITY OF IOWA HOSPITALS","200 HAWKINS DRIVE 1823 JPP","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Neurological Surgery",670290,GNRL,2513.09,3,0
PHILLIP,"",HORWITZ,"200 HAWKINS DR","# 4219","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology",480785,GNRL,2503.85,14,0
WENDIANNE,M,WILSON,"4660 86TH ST","",URBANDALE,50322,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",121442,GNRL,2502.95,72,0
LAZARO,U,RABANG,"4005 NW URBANDALE","",URBANDALE,50322-7914,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",346874,GNRL,2500.21,73,0
DAVID,W,DAVIDSON,"8573 URBANDALE AVE","",URBANDALE,50322,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",660862,GNRL,2499.17,23,0
KYLE,ROBERT,MANN,"125 VALLEY WEST DR","","WEST DES MOINES",50265-3939,"Doctor of Dentistry","Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics",819922,GNRL,2495.0,5,0
CRAIG,B,THOMPSON,"709 W MAIN ST","P.O. BOX 359",MANCHESTER,52057,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",391960,GNRL,2492.28,16,0
PRASAD,P,NADKARNI,"1518 Mulberry Ave","",Muscatine,52761,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",268027,GNRL,2486.58,11,0
CHARLES,"",BRUYNTJENS,"1230 E RUSHOLME ST STE 105","",DAVENPORT,52803-2400,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease",110823,GNRL,2477.57,174,0
TODD,L,LETNEY,"3740 UTICA RIDGE RD","STE B",BETTENDORF,52722-1624,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",284895,GNRL,2471.76,234,0
LUKE,W,BRUNKHORST,"2943 NORTHGATE DR","","IOWA CITY",52245,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Urology",287653,GNRL,2465.15,97,0
RAMANUJAM,S,RAMABADRAN,"1000 LANGWORTHY ST","",DUBUQUE,52001-7313,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",1200460,GNRL,2464.46,11,0
RACHEL,F,STEARNES,"1 EDMUNDSON PL","","COUNCIL BLUFFS",51503-4658,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",110484,GNRL,2462.11,201,0
JOHN,E,DIXON,"915 13TH AVE N","",CLINTON,52732-5067,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",108321,GNRL,2461.25,199,0
TERI,S,FORMANEK,"12499 UNIVERSITY AVE","SUITE 210",CLIVE,50325-8281,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",225345,GNRL,2458.15,70,0
JERALD,W,BYBEE,"206 NORTH ARCADE","",MAQUOKETA,52060-2022,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",165303,GNRL,2443.47,227,0
PAUL,"",JENSEN,"321 8TH AVE W","",CRESCO,52136-1064,"Doctor of Optometry","Allopathic & Osteopathic Physicians|Family Medicine",1072296,GNRL,2428.56,7,0
BRIAN,DAVID,HANSEL,"777 TANGLEFOOT LN","",BETTENDORF,52722,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist|Corneal and Contact Management",1074800,GNRL,2422.76,42,0
MATTHEW,J,MCMAHON,"202 10TH ST SE","SUITE 225","CEDAR RAPIDS",52403-2404,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",162417,GNRL,2422.59,78,0
MARY,A,LOB,"122 W 8TH ST","",LOGAN,51546-1416,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",219800,GNRL,2419.5,134,0
TECK,K,KHOO,"411 LAUREL ST","SUITE 3262","DES MOINES",50314-3017,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",339026,GNRL,2416.39,52,0
ANA,"","RECOBER MONTILLA","200 HAWKINS DR","NBR  2RCP","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology",525937,RSRCH,2414.59,13,1
WILLIAM,"",DAVIDSON,"2222 53RD AVE","",BETTENDORF,52722-7546,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology",146608,GNRL,2412.97,180,0
EDWARD,C,PILLER,"1400 SENATE AVE STE 108","","RED OAK",51566-1271,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",175946,GNRL,2412.18,188,0
TIMOTHY,R,VINYARD,"450 LAUREL ST","STE A","DES MOINES",50314-3045,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery|Sports Medicine",209194,GNRL,2412.07,30,0
VINCENT,LOUIS,ANGELONI,"12327 STRATFORD DR","",CLIVE,50325-8148,"Medical Doctor","Allopathic & Osteopathic Physicians|Dermatology|Dermatopathology",302849,GNRL,2411.39,167,0
ROGER,A,DAVIDSON,"1220 CHATBURN AVE","",HARLAN,51537-2009,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",277517,GNRL,2411.25,176,0
RUDHIR,"",TANDON,"200 HAWKINS DR","# 620","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",56959,GNRL,2406.96,14,0
JEFFREY,R,WAHL,"1000 W LINCOLNWAY ST","SUITE WCO",JEFFERSON,50129-1645,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",908942,GNRL,2402.07,20,0
PETER,G,BUCK,"1215 DUFF AVE","",AMES,50010,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",857292,GNRL,2400.92,14,0
ARTHUR,"",KLEIN,"1830 STATE HIGHWAY 9","",DECORAH,52101,"Medical Doctor","Allopathic & Osteopathic Physicians|Urology",237543,GNRL,2400.84,24,0
VANITHA,"",SINGARAM,"411 LAUREL ST","","DES MOINES",50314-3017,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",285902,GNRL,2396.06,42,0
